null,,null,781,st-keya01-soc-01,null,null,null,null,null
null,,null,781,st-keya01-soc-01,null,null,null,null,null
4510,,null,781,st-keya01-soc-01,null,null,null,null,null
4510,,1372,781,st-keya01-soc-01,null,null,null,null,null
4510,,1372,781,st-keya01-soc-01,null,203.145.220.40,Ready,4303,null
4510,,1372,781,st-keya01-soc-01,null,203.145.220.40,Ready,4303,f2713a9a-5e17-40eb-944d-e9401793fa25
4510,,1372,781,st-keya01-soc-01,null,203.145.220.40,Ready,4303,f2713a9a-5e17-40eb-944d-e9401793fa25
4510,,1372,781,st-keya01-soc-01,null,203.145.220.40,Ready,4303,f2713a9a-5e17-40eb-944d-e9401793fa25
4510,,1372,781,st-keya01-soc-01,null,203.145.220.40,Ready,4303,f2713a9a-5e17-40eb-944d-e9401793fa25
4510,,1372,781,st-keya01-soc-01,null,203.145.220.40,Ready,4303,f2713a9a-5e17-40eb-944d-e9401793fa25
null,,null,781,st-keya01-soc-01,null,null,null,null,null
5011,,null,781,st-keya01-soc-01,null,null,null,null,null
5011,,1438,781,st-keya01-soc-01,null,null,null,null,null
5011,,1438,781,st-keya01-soc-01,null,203.145.220.46,Ready,4591,null
5011,,1438,781,st-keya01-soc-01,null,203.145.220.46,Ready,4591,8c93d046-bb77-4ba7-8496-bb414ae27f75
5011,,1438,781,st-keya01-soc-01,null,203.145.220.46,Ready,4591,8c93d046-bb77-4ba7-8496-bb414ae27f75
5011,,1438,781,st-keya01-soc-01,null,203.145.220.46,Ready,4591,8c93d046-bb77-4ba7-8496-bb414ae27f75
5011,,1438,781,st-keya01-soc-01,null,203.145.220.46,Ready,4591,8c93d046-bb77-4ba7-8496-bb414ae27f75
5011,,1438,781,st-keya01-soc-01,null,203.145.220.46,Ready,4591,8c93d046-bb77-4ba7-8496-bb414ae27f75
