${api-vmId-WLA01},,${api-volumeId-WLA01},647,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
${api-vmId-WLA01},,${api-volumeId-WLA01},648,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
${api-vmId-WLA01},,${api-volumeId-WLA01},647,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
${api-vmId-WLA01},,${api-volumeId-WLA01},648,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
${api-vmId-WLA01},,${api-volumeId-WLA01},648,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
${api-vmId-WLA01},,${api-volumeId-WLA01},647,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
${api-vmId-WLA01},,${api-volumeId-WLA01},648,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
${api-vmId-WLA01},,${api-volumeId-WLA01},647,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
2893,,${api-volumeId-WLA01},648,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
2894,,${api-volumeId-WLA01},647,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
2893,,306,648,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
2894,,307,647,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
2893,,306,648,st-keya01-ooo-01,null,203.145.223.245,Ready,1573,null
2894,,307,647,st-keya01-ooo-01,null,,Error,1,null
2893,,306,648,st-keya01-ooo-01,null,203.145.223.245,Ready,1573,4b0b7359-4bc8-4055-b7a3-16a38a41697d
2894,,307,647,st-keya01-ooo-01,null,,Error,1,null
2893,,306,648,st-keya01-ooo-01,null,203.145.223.245,Ready,1573,4b0b7359-4bc8-4055-b7a3-16a38a41697d
2894,,307,647,st-keya01-ooo-01,null,,Error,1,null
2893,,306,648,st-keya01-ooo-01,null,203.145.223.245,Ready,1573,4b0b7359-4bc8-4055-b7a3-16a38a41697d
2894,,307,647,st-keya01-ooo-01,null,,Error,1,null
2893,,306,648,st-keya01-ooo-01,null,203.145.223.245,Ready,1573,4b0b7359-4bc8-4055-b7a3-16a38a41697d
2894,,307,647,st-keya01-ooo-01,null,,Error,1,null
2893,,306,648,st-keya01-ooo-01,null,203.145.223.245,Ready,1573,4b0b7359-4bc8-4055-b7a3-16a38a41697d
${api-vmId-WLA01},,${api-volumeId-WLA01},955,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
${api-vmId-WLA01},,${api-volumeId-WLA01},956,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
${api-vmId-WLA01},,${api-volumeId-WLA01},955,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
${api-vmId-WLA01},,${api-volumeId-WLA01},956,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
${api-vmId-WLA01},,${api-volumeId-WLA01},956,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
${api-vmId-WLA01},,${api-volumeId-WLA01},962,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
${api-vmId-WLA01},,${api-volumeId-WLA01},959,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
${api-vmId-WLA01},,${api-volumeId-WLA01},962,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
${api-vmId-WLA01},,${api-volumeId-WLA01},959,st-keya01-ooo-01,null,${vm_ip},${vm_status},2,null
